Any,Comarca,Província,Longitud,Latitud,Superfície km2,Població.x 0-15,Població.y 0-15,Població.x 16-24,Població.y 16-24,Població.x 25-44,Població.y 25-44,Població.x 45-64,Població.y 45-64,Població.x 64+,Població.y 64+,Total kg/hab./dia,Recollida no selectiva,Recollida selectiva
2010,Alt Camp,Tarragona,1.168858284,41.262911399,538,3640,3892,2121,2226,6716,7783,5305,5776,4160,3337,1.31,13626.24,7967.19
2010,Alt Empordà,Girona,2.846670142,42.393804699,1358,11165,11899,6390,6553,21497,24031,16617,17512,12224,10153,2.25,78626.92,36808.44
2010,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9138,9628,4460,4544,17068,18701,12168,12688,8958,6975,1.51,35757.95,21957.18
2010,Alt Urgell,Lleida,1.508278479,42.351403709,1447,1415,1596,970,993,3334,3503,2706,2997,2245,1872,1.32,5643.26,4960.38
2010,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,265,284,173,213,633,822,495,611,401,340,1.44,1550.62,698.92
2010,Anoia,Barcelona,1.443554697,41.59783259,866,10422,11123,5216,5423,18658,21009,13731,14163,10198,7834,1.48,51282.84,12554.53
2010,Bages,Barcelona,1.631966008,41.739169106,1299,14543,15557,7721,8009,28125,31404,22580,23128,19554,13877,1.38,53289.99,39773.27
2010,Baix Camp,Tarragona,0.975413192,41.210359353,697,16735,17442,9106,9211,30588,33189,22871,23040,15253,11913,1.63,63775.64,49461.01
2010,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,6059,6641,3644,3967,11657,14076,9776,9982,8616,7004,1.53,25428.56,20596.72
2010,Baix Empordà,Girona,3.085288573,42.104398466,702,10491,11177,6000,6291,20255,22544,16462,16889,11929,9590,2.26,73003.81,36897.23
2010,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,67685,72139,34865,36166,134198,142060,97977,95966,63231,48917,1.33,240674.84,148184.71
2010,Baix Penedès,Tarragona,1.486364127,41.245744816,296,8620,9027,4355,4310,16056,17731,11862,12345,7661,6875,2.04,57803.84,16597.88
2010,Barcelonès,Barcelona,2.24587666,41.452263347,145,148248,157310,94008,97637,364751,382122,293249,262977,262313,175718,1.35,699421.65,411321.98
2010,Berguedà,Barcelona,1.825611891,42.077717227,1185,2685,2943,1709,1821,5491,6277,5483,5883,5364,3964,1.38,14998.13,5979.99
2010,Cerdanya,Girona,1.837361267,42.397592638,547,1328,1489,744,796,2974,3381,2191,2613,1523,1251,1.99,10502.65,2995.68
2010,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1573,1701,909,955,2992,3548,2466,2722,2422,1914,1.44,5942.49,5301.27
2010,Garraf,Barcelona,1.722171016,41.28615903,185,12066,12729,6003,6151,24122,25133,18042,18513,11386,8882,1.77,56072,37149.11
2010,Garrigues,Lleida,0.924154304,41.541651668,798,1214,1387,841,962,2491,3197,2469,2733,2650,2253,1.07,6166.55,1801.82
2010,Garrotxa,Girona,2.641583767,42.21317776,735,4074,4385,2357,2621,7870,8642,6830,7438,6316,4666,1.49,19470.61,10691.66
2010,Gironès,Girona,2.761759172,41.938317975,575,16147,17165,8817,9095,30361,33113,20523,20419,14065,10178,1.2,48147.19,31028.14
2010,Maresme,Barcelona,2.294956934,41.493732172,399,35684,38426,18777,20167,69064,73362,55120,54206,36790,27535,1.71,150659.3,118950.99
2010,Montsià,Tarragona,0.480770667,40.5432439,735,5438,5711,3421,3463,10979,12730,8100,8549,7069,5885,1.34,16794.74,18503.17
2010,Noguera,Lleida,0.660407593,41.751364415,1784,2874,3036,1791,1859,5465,6689,4588,5082,4557,3780,1.13,11990.25,4632.97
2010,Osona,Barcelona,2.250544628,41.767986176,1260,12953,14069,6881,7097,23221,25509,18625,19435,14561,10566,1.24,31188.21,38270.77
2010,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,907,895,545,582,1804,2071,1666,1869,1900,1541,1.29,4307.24,2252.91
2010,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,548,539,314,294,1113,1351,873,1134,719,652,1.51,3010.26,1205.59
2010,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,2919,3123,1685,1811,5607,6766,4066,4422,3694,2915,1.07,8102.63,6435.86
2010,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2728,2886,1392,1531,4674,4942,3603,3764,2819,2178,1.44,9710.84,6442.07
2010,Priorat,Tarragona,0.766749088,41.165252561,499,611,700,383,390,1251,1622,1223,1382,1305,1122,1.38,2571.02,2550.41
2010,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1603,1595,1019,1160,3020,3562,3074,3332,2881,2366,1.37,5575.29,6428.94
2010,Ripollès,Girona,2.167213333,42.224467627,956,1561,1802,1010,1106,3455,3957,3641,3821,3544,2627,1.74,10463.93,6437.17
2010,Segarra,Lleida,1.271020203,41.665741746,723,1832,2072,1085,1104,3417,4308,2399,2740,2189,1765,1.2,4788.47,5252.79
2010,Segrià,Lleida,0.458875465,41.494156354,1397,16217,17026,9704,10079,31996,37089,24158,24838,18975,13984,1.14,65418.99,20061.54
2010,Selva,Girona,2.603018891,42.00924462,995,13631,14676,7707,8359,27215,31364,19988,21340,13071,10785,1.86,84663.2,31656.65
2010,Solsonès,Lleida,1.358748948,41.842277682,1001,1130,1188,589,638,1972,2287,1587,1802,1400,1167,1.35,4873.47,1901.55
2010,Tarragonès,Tarragona,1.376050084,41.142750135,319,20692,22280,11676,12104,41394,46092,29311,29802,18896,14509,1.69,106754.84,47478.8
2010,Terra Alta,Tarragona,0.260882637,40.910005124,743,731,815,486,623,1543,1850,1562,1751,1798,1582,0.95,2048.31,2446
2010,Urgell,Lleida,1.098859253,41.787239279,580,2925,3162,1678,1735,5352,6368,4270,4596,3914,3025,1.26,12117.01,4998.72
2010,Vall d'Aran,Lleida,0.71138294,42.754900684,634,735,796,475,523,1811,2084,1185,1322,610,522,2.52,6248.89,3153.12
2010,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,78497,83587,40343,42263,148101,156103,107316,104972,70035,51107,1.3,265847.38,153346.39
2010,Vallès Oriental,Barcelona,2.221915789,41.677289414,851,35044,37564,17617,18401,65892,71462,47408,48183,29730,23217,1.37,122971.58,75944.77
2011,Alt Camp,Tarragona,1.168858284,41.262911399,538,3646,3960,2049,2148,6611,7591,5399,5878,4246,3395,1.23,11603.78,8647.79
2011,Alt Empordà,Girona,2.846670142,42.393804699,1358,11358,12087,6176,6422,21362,23608,16914,17794,12358,10272,2.29,77952.25,39319.5
2011,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9435,9967,4356,4474,17006,18508,12378,13061,9153,7135,1.4,34005.16,20120.4
2011,Alt Urgell,Lleida,1.508278479,42.351403709,1447,1456,1603,945,975,3297,3438,2757,3040,2271,1883,1.22,5059.55,4701.16
2011,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,260,298,157,202,634,833,511,601,409,339,1.39,1465.07,709.16
2011,Anoia,Barcelona,1.443554697,41.59783259,866,10541,11328,5158,5350,18412,20514,13985,14455,10449,8106,1.47,51309.27,12408.99
2011,Bages,Barcelona,1.631966008,41.739169106,1299,14873,15965,7495,7834,27866,30806,22900,23597,19863,14090,1.22,48829.58,33946.78
2011,Baix Camp,Tarragona,0.975413192,41.210359353,697,17061,17939,9015,8922,30580,32731,23392,23534,15597,12278,1.58,62071.4,48469.78
2011,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,6176,6815,3577,3809,11619,13884,9923,10218,8745,7110,1.54,24589.47,21968.14
2011,Baix Empordà,Girona,3.085288573,42.104398466,702,10632,11277,5864,6114,20027,21957,16760,17241,12176,9780,2.15,70902.84,33474.06
2011,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,69221,73622,33929,35612,133181,139957,99730,97753,65671,50795,1.29,234454.3,143107.15
2011,Baix Penedès,Tarragona,1.486364127,41.245744816,296,8824,9287,4252,4290,16006,17570,12082,12663,8108,7208,1.95,55845.86,15994.64
2011,Barcelonès,Barcelona,2.24587666,41.452263347,146,150346,160029,92330,95821,360738,376147,294264,264302,265784,178885,1.3,687322.8,378690.42
2011,Berguedà,Barcelona,1.825611891,42.077717227,1185,2698,2919,1653,1808,5410,6089,5553,5971,5364,3996,1.32,14504.75,5573.97
2011,Cerdanya,Girona,1.837361267,42.397592638,547,1367,1511,695,781,2979,3371,2310,2745,1543,1284,1.89,9981.98,2955.07
2011,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1574,1710,881,928,2973,3465,2485,2808,2413,1913,1.43,5737.68,5405.31
2011,Garraf,Barcelona,1.722171016,41.28615903,185,12253,13014,5917,6023,24008,24834,18578,19205,11721,9232,1.63,55393,31852.03
2011,Garrigues,Lleida,0.924154304,41.541651668,798,1216,1432,804,921,2470,3136,2449,2770,2661,2277,1.03,5922.95,1679.17
2011,Garrotxa,Girona,2.641583767,42.21317776,735,4130,4438,2353,2632,7804,8397,6949,7605,6374,4694,1.46,18398.41,11248.49
2011,Gironès,Girona,2.761759172,41.938317975,576,16611,17624,8682,9119,30394,32551,21127,21009,14338,10406,1.16,47152.82,30114.27
2011,Maresme,Barcelona,2.294956934,41.493732172,399,36312,39230,18370,19753,68515,72553,56257,55322,37896,28693,1.62,144037.38,112834.88
2011,Montsià,Tarragona,0.480770667,40.5432439,735,5428,5807,3249,3278,10920,12551,8251,8672,7222,5955,1.35,16066.05,19624.63
2011,Noguera,Lleida,0.660407593,41.751364415,1784,2914,3107,1726,1816,5414,6663,4685,5235,4564,3788,1.12,12084.85,4384.56
2011,Osona,Barcelona,2.250544628,41.767986176,1260,13207,14303,6827,7011,22991,24992,19014,19877,14792,10765,1.18,29050.42,37420.7
2011,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,918,918,547,656,1839,2323,1703,1910,1900,1529,1.39,4224.12,3093.45
2011,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,516,540,329,294,1075,1293,890,1127,728,656,1.56,2850.35,1436.97
2011,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3024,3183,1627,1741,5543,6518,4128,4563,3732,2924,1.11,8074.64,7064.95
2011,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2824,3007,1410,1540,4674,4892,3715,3923,2869,2235,1.37,9564.41,6063.45
2011,Priorat,Tarragona,0.766749088,41.165252561,499,598,728,385,375,1223,1596,1219,1413,1314,1122,1.29,2429.73,2329.14
2011,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1581,1577,1017,1120,2942,3478,3089,3333,2885,2363,1.24,5595.93,5222.89
2011,Ripollès,Girona,2.167213333,42.224467627,957,1591,1836,981,1053,3390,3858,3658,3842,3537,2614,1.57,9107.57,6058.33
2011,Segarra,Lleida,1.271020203,41.665741746,723,1908,2128,1087,1080,3449,4277,2462,2837,2200,1753,1.07,4455.38,4602.34
2011,Segrià,Lleida,0.458875465,41.494156354,1397,16580,17414,9634,9841,31957,36896,24861,25563,19227,14272,1.16,64737.68,22831.26
2011,Selva,Girona,2.603018891,42.00924462,995,13919,14981,7553,8228,27038,30866,20591,21941,13509,11214,1.85,80863.85,35393.39
2011,Solsonès,Lleida,1.358748948,41.842277682,1001,1147,1200,589,622,1964,2200,1629,1846,1417,1174,1.28,4258.23,2194.11
2011,Tarragonès,Tarragona,1.376050084,41.142750135,319,21170,22728,11484,11891,41055,45259,29897,30430,19439,14998,1.62,97731.21,49994.13
2011,Terra Alta,Tarragona,0.260882637,40.910005124,743,743,812,469,588,1500,1846,1572,1755,1796,1569,0.96,1967.26,2517.17
2011,Urgell,Lleida,1.098859253,41.787239279,580,2995,3218,1600,1724,5323,6281,4335,4734,3941,3042,1.18,10693,5415.38
2011,Vall d'Aran,Lleida,0.71138294,42.754900684,634,724,829,471,509,1802,2059,1215,1374,619,534,2.33,5725.09,2938.82
2011,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,79930,85247,39511,41555,147355,154257,109666,107267,72180,52956,1.2,245152.31,146947.18
2011,Vallès Oriental,Barcelona,2.221915789,41.677289414,851,35718,38339,17227,18135,65446,70504,48678,49501,30691,24142,1.34,120891.73,74269.91
2012,Alt Camp,Tarragona,1.168858284,41.262911399,538,3730,4030,2036,2066,6524,7425,5509,5981,4254,3455,1.19,11377.7,8252.44
2012,Alt Empordà,Girona,2.846670142,42.393804699,1358,11552,12238,6057,6338,21177,22969,17198,18160,12605,10573,2.22,73716.5,40846.17
2012,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9654,10176,4282,4436,16689,17928,12689,13331,9324,7267,1.36,31559.28,21045.42
2012,Alt Urgell,Lleida,1.508278479,42.351403709,1448,1459,1570,886,952,3131,3197,2773,3015,2241,1886,1.22,5138.06,4399.54
2012,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,267,314,155,183,619,772,503,588,419,346,1.24,1287.32,633.12
2012,Anoia,Barcelona,1.443554697,41.59783259,866,10689,11554,5048,5185,18099,20097,14298,14706,10599,8220,1.42,48329.4,13171.14
2012,Bages,Barcelona,1.631966008,41.739169106,1299,15024,16226,7422,7676,27522,29931,23171,24096,20093,14255,1.17,47587.31,31987.59
2012,Baix Camp,Tarragona,0.975413192,41.210359353,697,17299,18347,8788,8828,30330,31931,23866,24122,16017,12590,1.37,59493.33,37282.14
2012,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,6120,6828,3495,3719,11429,13440,10026,10277,8889,7263,1.46,24040.85,20217.67
2012,Baix Empordà,Girona,3.085288573,42.104398466,702,10680,11521,5838,6017,19683,21179,17096,17662,12432,10084,2.11,68066.49,34796.79
2012,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,70174,74625,33383,34997,130800,136055,101824,99645,67773,52383,1.2,222319.81,132234.04
2012,Baix Penedès,Tarragona,1.486364127,41.245744816,297,8854,9470,4129,4311,15718,16986,12252,12966,8432,7448,1.75,48930.47,15710.95
2012,Barcelonès,Barcelona,2.24587666,41.452263347,146,152236,161895,91167,94794,356801,367493,296659,266840,268546,181228,1.21,653884.96,337662.04
2012,Berguedà,Barcelona,1.825611891,42.077717227,1185,2709,2930,1615,1728,5296,5837,5599,6040,5361,3997,1.27,13971.58,5178.97
2012,Cerdanya,Girona,1.837361267,42.397592638,547,1368,1529,680,761,2952,3349,2419,2852,1591,1339,1.72,9355.62,2578.01
2012,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1578,1699,848,923,2914,3359,2537,2859,2408,1895,1.39,5489.67,5257.65
2012,Garraf,Barcelona,1.722171016,41.28615903,185,12512,13085,5770,5943,23434,23889,19155,19720,12091,9553,1.54,53131.94,29530.35
2012,Garrigues,Lleida,0.924154304,41.541651668,798,1233,1443,783,891,2442,3046,2465,2836,2658,2273,0.99,5775.03,1516.64
2012,Garrotxa,Girona,2.641583767,42.21317776,735,4205,4525,2340,2591,7671,8121,7142,7724,6342,4725,1.34,17302.74,9928.86
2012,Gironès,Girona,2.761759172,41.938317975,576,16804,17879,8527,9026,30089,31547,21594,21470,14556,10550,1.1,45098.75,28916.62
2012,Maresme,Barcelona,2.294956934,41.493732172,399,36856,39785,18026,19361,67360,70645,57442,56270,38907,29583,1.5,136502.51,102720.11
2012,Montsià,Tarragona,0.480770667,40.5432439,735,5409,5878,3144,3140,10784,12346,8331,8763,7306,6057,1.23,15472.02,17016.74
2012,Noguera,Lleida,0.660407593,41.751364415,1784,2959,3149,1688,1788,5379,6460,4731,5347,4572,3788,1.06,11386.6,4167.7
2012,Osona,Barcelona,2.250544628,41.767986176,1260,13486,14505,6785,6982,22570,24249,19440,20203,14899,10923,1.15,26947.8,38119.88
2012,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,900,905,530,626,1775,2244,1703,1951,1876,1498,1.25,4058.38,2377.12
2012,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,513,524,304,265,1044,1247,931,1140,714,665,1.5,2709.11,1384.77
2012,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3031,3202,1603,1685,5472,6384,4238,4720,3744,2923,1.06,7807.37,6618.01
2012,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2878,3014,1370,1527,4605,4800,3824,4039,2921,2279,1.28,9081.65,5607.07
2012,Priorat,Tarragona,0.766749088,41.165252561,499,615,716,383,388,1180,1547,1224,1422,1292,1124,1.25,2240.89,2321.35
2012,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1550,1582,999,1059,2915,3443,3129,3349,2895,2386,1.29,5357.19,5860.27
2012,Ripollès,Girona,2.167213333,42.224467627,957,1630,1838,954,1021,3307,3739,3646,3850,3568,2625,1.5,8225.71,6198
2012,Segarra,Lleida,1.271020203,41.665741746,723,1983,2152,1043,1116,3424,4095,2515,2943,2188,1741,1.01,3953.23,4684.17
2012,Segrià,Lleida,0.458875465,41.494156354,1397,16777,17635,9416,9714,31699,36112,25362,26193,19517,14489,1.1,62807.05,21133.31
2012,Selva,Girona,2.603018891,42.00924462,995,14099,15147,7428,8175,26598,29852,21073,22607,13966,11485,1.72,74984.29,34053.43
2012,Solsonès,Lleida,1.358748948,41.842277682,1001,1135,1179,581,609,1907,2119,1659,1875,1430,1157,1.27,4010.12,2316.52
2012,Tarragonès,Tarragona,1.376050084,41.142750135,319,21424,22979,11318,11657,40756,44285,30700,31096,19936,15451,1.6,94815.68,52128.32
2012,Terra Alta,Tarragona,0.260882637,40.910005124,743,733,817,461,550,1430,1841,1568,1742,1792,1577,0.97,1819.59,2686.41
2012,Urgell,Lleida,1.098859253,41.787239279,580,2992,3200,1522,1666,5155,5973,4383,4825,3922,3059,1.16,10174.19,5504.99
2012,Vall d'Aran,Lleida,0.71138294,42.754900684,634,729,818,436,475,1760,1938,1248,1403,631,553,2.26,5453,2833.15
2012,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,81372,86548,38981,41017,145536,150781,112336,109970,73890,54382,1.11,227910.98,134853.81
2012,Vallès Oriental,Barcelona,2.221915789,41.677289414,851,36313,39097,16921,18133,64706,68464,50035,50990,31607,24895,1.26,113774.94,71654.91
2013,Alt Camp,Tarragona,1.168858284,41.262911399,538,3692,4049,1966,2005,6290,7202,5673,6047,4292,3459,1.16,10684.61,8218.02
2013,Alt Empordà,Girona,2.846670142,42.393804699,1358,11722,12287,5955,6316,20809,22251,17398,18266,12868,10779,2.1,69852.33,38348.69
2013,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9709,10312,4268,4313,16357,17320,13016,13607,9469,7450,1.3,30101.62,20288.39
2013,Alt Urgell,Lleida,1.508278479,42.351403709,1448,1476,1559,869,942,3052,3098,2816,3052,2265,1892,1.19,4925.09,4245.77
2013,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,265,298,146,174,585,701,508,603,429,338,1.22,1238.94,584.77
2013,Anoia,Barcelona,1.443554697,41.59783259,866,10662,11542,5016,5124,17693,19393,14490,14974,10756,8362,1.39,48142.31,11932.12
2013,Bages,Barcelona,1.631966008,41.739169106,1299,15069,16194,7294,7605,26860,28760,23491,24366,20203,14445,1.17,47603.83,31764.06
2013,Baix Camp,Tarragona,0.975413192,41.210359353,697,17295,18296,8610,8626,29772,30863,24247,24477,16343,12918,1.42,58560.36,41793.38
2013,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,6067,6805,3389,3619,11149,12799,10044,10297,8957,7355,1.45,23305.44,19732.08
2013,Baix Empordà,Girona,3.085288573,42.104398466,702,10689,11525,5751,5916,19307,20549,17342,17919,12600,10225,2.07,65902.89,35267.62
2013,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,70558,74894,32699,34524,127823,131081,103590,101414,69840,54126,1.19,223055.99,127822.17
2013,Baix Penedès,Tarragona,1.486364127,41.245744816,297,8878,9477,4066,4238,15321,16362,12493,13056,8698,7743,1.63,46071.4,14158.2
2013,Barcelonès,Barcelona,2.24587666,41.452263347,146,152557,161949,88467,92067,349145,354178,297304,267156,270382,183204,1.17,643874.4,309844.79
2013,Berguedà,Barcelona,1.825611891,42.077717227,1185,2704,2931,1508,1675,5153,5557,5595,6000,5343,4020,1.23,13456.94,4799.32
2013,Cerdanya,Girona,1.837361267,42.397592638,547,1377,1502,652,741,2863,3204,2323,2806,1612,1353,1.69,9066.35,2439.81
2013,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1586,1697,832,901,2835,3215,2543,2903,2409,1900,1.35,5292.47,5083.53
2013,Garraf,Barcelona,1.722171016,41.28615903,185,12517,13145,5685,5898,22682,22778,19652,20178,12340,9811,1.6,51935,33430.56
2013,Garrigues,Lleida,0.924154304,41.541651668,798,1262,1444,765,838,2375,2959,2444,2860,2681,2270,0.98,5511.82,1636.32
2013,Garrotxa,Girona,2.641583767,42.21317776,735,4254,4574,2344,2561,7583,7928,7217,7752,6349,4767,1.32,16180,10770.55
2013,Gironès,Girona,2.761759172,41.938317975,576,16946,18125,8435,9030,29755,30627,21990,21926,14790,10761,1.05,43159.85,27742.48
2013,Maresme,Barcelona,2.294956934,41.493732172,399,36863,39774,17715,19242,65715,68075,58405,57176,40036,30560,1.43,132814.94,95115.11
2013,Montsià,Tarragona,0.480770667,40.5432439,735,5380,5905,3006,3038,10472,11778,8476,8915,7362,6125,1.26,16341.61,16642.56
2013,Noguera,Lleida,0.660407593,41.751364415,1784,2922,3156,1676,1758,5258,6258,4773,5409,4589,3758,1.05,11206.78,4088.12
2013,Osona,Barcelona,2.250544628,41.767986176,1260,13550,14564,6742,6922,22025,23488,19810,20508,15044,11071,1.1,26166.73,36363.41
2013,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,912,897,513,570,1696,1945,1693,1980,1851,1454,1.23,4008.32,2095.21
2013,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,513,523,295,251,1011,1200,947,1161,730,649,1.46,2653.11,1250.86
2013,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3094,3214,1531,1621,5325,6184,4332,4811,3790,2942,1.05,7865.83,6434.35
2013,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2901,3030,1361,1569,4547,4731,3941,4091,2949,2333,1.25,9020.1,5237.61
2013,Priorat,Tarragona,0.766749088,41.165252561,499,601,684,365,381,1145,1490,1226,1425,1267,1126,1.1,2056.75,1845.03
2013,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1536,1573,962,1006,2798,3311,3180,3332,2891,2401,1.17,5239.32,4778.54
2013,Ripollès,Girona,2.167213333,42.224467627,957,1636,1843,929,1011,3203,3600,3666,3871,3540,2646,1.45,8050.48,5701.76
2013,Segarra,Lleida,1.271020203,41.665741746,723,1955,2128,1033,1112,3360,3907,2559,3030,2168,1758,1,3847.39,4503.73
2013,Segrià,Lleida,0.458875465,41.494156354,1397,16893,17678,9181,9631,31281,35186,25807,26859,19768,14734,1.05,61509.61,19041.96
2013,Selva,Girona,2.603018891,42.00924462,995,14002,15051,7372,7953,25861,28705,21572,23115,14324,11750,1.63,71288.09,31809.78
2013,Solsonès,Lleida,1.358748948,41.842277682,1001,1113,1161,580,611,1863,2041,1694,1889,1429,1175,1.18,3677.22,2198.97
2013,Tarragonès,Tarragona,1.376050084,41.142750135,319,21527,22959,10990,11380,39929,42943,31234,31591,20529,16008,1.56,92808.33,50138.04
2013,Terra Alta,Tarragona,0.260882637,40.910005124,743,723,795,400,529,1441,1772,1548,1722,1796,1587,0.89,1827,2189.35
2013,Urgell,Lleida,1.098859253,41.787239279,580,3037,3191,1488,1640,5103,5758,4442,4963,3925,3034,1.13,9842.04,5361.56
2013,Vall d'Aran,Lleida,0.71138294,42.754900684,634,721,827,441,433,1721,1913,1290,1431,632,567,2.08,5396.34,2275.01
2013,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,81834,86736,38462,40623,142284,145847,114833,112273,75675,55948,1.06,221498.19,127347.89
2013,Vallès Oriental,Barcelona,2.221915789,41.677289414,851,36442,39201,16732,18002,63050,65980,51305,51974,32497,25781,1.26,111781.92,73626.4
2014,Alt Camp,Tarragona,1.168858284,41.262911399,538,3728,4008,1931,1960,6231,6950,5659,6117,4373,3499,1.24,11189.4,8950.32
2014,Alt Empordà,Girona,2.846670142,42.393804699,1358,11714,12335,5881,6201,20294,21543,17497,18206,13067,10995,2.2,69686,42811.8
